"These are the fields that Telarus, our main distributor, uses to report by vendor.  We will need to create templates to match our fields to theirs.  We will display different field ""label names"" on these fields for our own understanding.",,,,,,,,
The fields in 7-10 are common fields that all templates will use.  ,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Template Map Name,Origin,CompanyName,templateId,commissionType,fieldId,Telarus CommonFields,New Commissable Field Label,
Telarus-Spectrotel,Telarus,Spectrotel,1863,Residual,526,Customer Last Payment Date,Do not map,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,601,Customer Opportunity,Vendor - Opportunity ID,
Telarus-AT&T,Telarus,AT&T,1996,Residual,467,Customer Segment,Do not map,
Telarus-Lingo,Telarus,Lingo,2230,Residual,586,Customer Status,Do not map,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,586,Customer Status,Do not map,
Telarus-Ntegrated,Telarus,Ntegrated,2568,NULL,586,Customer Status,Do not map,
Telarus-AT&T,Telarus,AT&T,1996,Residual,469,Customer SVID,Customer SVID,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,352,Data MRC Adjustment,Expected Usage - Adjustment,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,353,Data Total,Actual Usage,
Telarus-Avaya,Telarus,Avaya,2560,Residual,522,Days in Month,Do not map,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,522,Days in Month,Do not map,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,522,Days in Month,Do not map,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,522,Days in Month,Do not map,
Telarus-Avaya,Telarus,Avaya,2560,Residual,521,Days in Plan,Do not map,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,521,Days in Plan,Do not map,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,521,Days in Plan,Do not map,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,521,Days in Plan,Do not map,
Telarus-C-Spire,Telarus,C-Spire,2576,Residual,54,Deal Date,Deal Date,
Telarus-AireSpring,Telarus,AireSpring,2366,Residual,139,Decommission,Decommission,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,139,Decommission,Decommission,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,414,Derate Amount,Derate Amount,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,544,Account Description,Notes,
Telarus-AT&T,Telarus,AT&T,1996,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Comm-Core,Telarus,Comm-Core,2566,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Optimum Business,Telarus,Optimum Business,2500,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,463,Disconnect Date,Disconnect Date,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,187,Discount,Discount,
Telarus-Optimum Business,Telarus,Optimum Business,2497,Residual,187,Discount,Discount,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,187,Discount,Discount,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,187,Discount,Discount,
Telarus-Powernet,Telarus,Powernet,2047,Residual,180,Distance Type,Distance Type,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,480,Document Date,Document Date,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,480,Document Date,Document Date,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,480,Document Date,Document Date,
Telarus-GHA Technologies,Telarus,GHA Technologies,2543,Residual,580,Document Number,Document Number,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,580,Document Number,Document Number,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,580,Document Number,Document Number,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,442,Due Date,Due Date,
Telarus-Equinix,Telarus,Equinix,1596,Residual,552,Earning Group Name,Earning Group Name,
Telarus-Equinix CAD,Telarus,Equinix CAD,1719,Residual,552,Earning Group Name,Earning Group Name,
Telarus-Equinix UK,Telarus,Equinix UK,2024,Residual,552,Earning Group Name,Earning Group Name,
Telarus-Synoptek,Telarus,Synoptek,1951,Residual,505,Eligible,Eligible,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,407,Eligible AV,Eligible AV,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,101,Eligible Enterprise,Eligible Enterprise,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,95,Eligible Internet,Eligible Internet,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,93,Eligible Video,Eligible Video,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,97,Eligible Voice,Eligible Voice,
Telarus-AT&T,Telarus,AT&T,1996,Residual,541,FAN,FAN,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,81,First Month paid this cycle,First Month paid this cycle,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,464,Fiscal Month,Fiscal Month,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,464,Fiscal Month,Fiscal Month,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,464,Fiscal Month,Fiscal Month,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,303,Gross Commissions Payable,Gross Commissions Payable,
Telarus-NTT Cloud Communications,Telarus,NTT Cloud Communications,2561,Residual,38,Host Name,Host Name,
Telarus-Vonage,Telarus,Vonage,2563,Residual,164,Incentive Date,Incentive Date,
Telarus-Vonage CAD,Telarus,Vonage CAD,2550,Residual,164,Incentive Date,Incentive Date,
Telarus-Vonage UK,Telarus,Vonage UK,1981,Residual,164,Incentive Date,Incentive Date,
Telarus-Ziply,Telarus,Ziply,2049,Residual,164,Incentive Date,Incentive Date,
Telarus-Kinetic Business,Telarus,Kinetic Business,2551,Residual,171,Input Seq,Input Seq,
Telarus-Windstream Enterprise,Telarus,Windstream Enterprise,1690,Residual,171,Input Seq,Input Seq,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,28,Install Date,Install Date,
Telarus-Cisco,Telarus,Cisco,2578,Residual,28,Install Date,Install Date,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,28,Install Date,Install Date,
Telarus-GTT,Telarus,GTT,2448,Residual,28,Install Date,Install Date,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,28,Install Date,Install Date,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,28,Install Date,Install Date,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,28,Install Date,Install Date,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,28,Install Date,Install Date,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,28,Install Date,Install Date,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,28,Install Date,Install Date,
Telarus-Optimum Business,Telarus,Optimum Business,2497,Residual,28,Install Date,Install Date,
Telarus-Optimum Business,Telarus,Optimum Business,2500,Residual,28,Install Date,Install Date,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,28,Install Date,Install Date,
Telarus-Source Inc,Telarus,Source Inc,1992,Residual,28,Install Date,Install Date,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,28,Install Date,Install Date,
Telarus-Tierpoint Data Centers,Telarus,Tierpoint Data Centers,1708,Residual,28,Install Date,Install Date,
Telarus-Veracity (FirstDigital),Telarus,Veracity (FirstDigital),2510,Residual,28,Install Date,Install Date,
Telarus-WOW Business,Telarus,WOW Business,2210,Residual,28,Install Date,Install Date,
Telarus-Vonage ANZ,Telarus,Vonage ANZ,2385,Residual,339,International Tax,International Tax,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,444,Invoice Balance,Do not map,
Telarus-Arelion,Telarus,Arelion,1746,Residual,347,Invoice Currency,Do not map,
Telarus-Arelion UK,Telarus,Arelion UK,2028,Residual,347,Invoice Currency,Do not map,
Telarus-Cisco,Telarus,Cisco,2578,Residual,347,Invoice Currency,Do not map,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,347,Invoice Currency,Do not map,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,347,Invoice Currency,Do not map,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,347,Invoice Currency,Do not map,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,347,Invoice Currency,Do not map,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,347,Invoice Currency,Do not map,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,347,Invoice Currency,Do not map,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,347,Invoice Currency,Do not map,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,347,Invoice Currency,Do not map,
Telarus-1Wire Fiber,Telarus,1Wire Fiber,2545,Residual,12,Invoice Date,Invoice Date,
Telarus-8x8,Telarus,8x8,1937,Residual,12,Invoice Date,Invoice Date,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,12,Invoice Date,Invoice Date,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,12,Invoice Date,Invoice Date,
Telarus-Arelion,Telarus,Arelion,1746,Residual,12,Invoice Date,Invoice Date,
Telarus-Arelion UK,Telarus,Arelion UK,2028,Residual,12,Invoice Date,Invoice Date,
Telarus-Aryaka,Telarus,Aryaka,1964,Residual,12,Invoice Date,Invoice Date,
Telarus-BCN Telecom Inc,Telarus,BCN Telecom Inc,2054,Residual,12,Invoice Date,Invoice Date,
Telarus-Bigleaf,Telarus,Bigleaf,2397,Residual,12,Invoice Date,Invoice Date,
Telarus-Brightfin,Telarus,Brightfin,1742,Residual,12,Invoice Date,Invoice Date,
Telarus-Cisco,Telarus,Cisco,2578,Residual,12,Invoice Date,Invoice Date,
Telarus-ClearView,Telarus,ClearView,1673,Residual,12,Invoice Date,Invoice Date,
Telarus-Cologix,Telarus,Cologix,1838,Residual,12,Invoice Date,Invoice Date,
Telarus-Cologix CAD,Telarus,Cologix CAD,2227,Residual,12,Invoice Date,Invoice Date,
Telarus-Command Link,Telarus,Command Link,1688,Residual,12,Invoice Date,Invoice Date,
Telarus-Convergia,Telarus,Convergia,2457,Residual,12,Invoice Date,Invoice Date,
Telarus-Convergia CAD,Telarus,Convergia CAD,2458,Residual,12,Invoice Date,Invoice Date,
Telarus-CyberCompass,Telarus,CyberCompass,2241,Residual,12,Invoice Date,Invoice Date,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,12,Invoice Date,Invoice Date,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,12,Invoice Date,Invoice Date,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,12,Invoice Date,Invoice Date,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,12,Invoice Date,Invoice Date,
Telarus-Dizzion,Telarus,Dizzion,1582,Residual,12,Invoice Date,Invoice Date,
Telarus-Effortless Office,Telarus,Effortless Office,2394,Residual,12,Invoice Date,Invoice Date,
Telarus-eSentire,Telarus,eSentire,2480,Residual,12,Invoice Date,Invoice Date,
Telarus-eSentire,Telarus,eSentire,2491,Residual,12,Invoice Date,Invoice Date,
Telarus-Esentire ANZ,Telarus,Esentire ANZ,2481,Residual,12,Invoice Date,Invoice Date,
Telarus-eSentire CAD,Telarus,eSentire CAD,2490,Residual,12,Invoice Date,Invoice Date,
Telarus-Everstream,Telarus,Everstream,2538,Residual,12,Invoice Date,Invoice Date,
Telarus-Evoque,Telarus,Evoque,2554,Residual,12,Invoice Date,Invoice Date,
Telarus-Expereo,Telarus,Expereo,2571,Residual,12,Invoice Date,Invoice Date,
Telarus-FiberLight,Telarus,FiberLight,2525,Residual,12,Invoice Date,Invoice Date,
Telarus-Five9,Telarus,Five9,1874,Residual,12,Invoice Date,Invoice Date,
Telarus-Five9 CAD,Telarus,Five9 CAD,2213,Residual,12,Invoice Date,Invoice Date,
Telarus-Fuze UK,Telarus,Fuze UK,2313,Residual,12,Invoice Date,Invoice Date,
Telarus-Genesys,Telarus,Genesys,2194,Residual,12,Invoice Date,Invoice Date,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,12,Invoice Date,Invoice Date,
Telarus-GWI (Great Works Internet),Telarus,GWI (Great Works Internet),1801,Residual,12,Invoice Date,Invoice Date,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,12,Invoice Date,Invoice Date,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,12,Invoice Date,Invoice Date,
Telarus-Intrado,Telarus,Intrado,2233,Residual,12,Invoice Date,Invoice Date,
Telarus-Level AI,Telarus,Level AI,2141,Residual,12,Invoice Date,Invoice Date,
Telarus-Lightpath,Telarus,Lightpath,2580,Residual,12,Invoice Date,Invoice Date,
Telarus-Logically,Telarus,Logically,2591,Residual,12,Invoice Date,Invoice Date,
Telarus-Masergy,Telarus,Masergy,2044,Residual,12,Invoice Date,Invoice Date,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,12,Invoice Date,Invoice Date,
Telarus-NICE CXone,Telarus,NICE CXone,1547,Residual,12,Invoice Date,Invoice Date,
Telarus-NICE CXone ANZ,Telarus,NICE CXone ANZ,1617,Residual,12,Invoice Date,Invoice Date,
Telarus-NICE CXone CAD,Telarus,NICE CXone CAD,1925,Residual,12,Invoice Date,Invoice Date,
Telarus-Nitel,Telarus,Nitel,2240,Residual,12,Invoice Date,Invoice Date,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,12,Invoice Date,Invoice Date,
Telarus-Ntegrated,Telarus,Ntegrated,2568,NULL,12,Invoice Date,Invoice Date,
Telarus-Peerless Network UK,Telarus,Peerless Network UK,1662,Residual,12,Invoice Date,Invoice Date,
Telarus-PhoenixNAP,Telarus,PhoenixNAP,2583,Residual,12,Invoice Date,Invoice Date,
Telarus-Quest Technology Management,Telarus,Quest Technology Management,2070,Residual,12,Invoice Date,Invoice Date,
Telarus-RSI,Telarus,RSI,2438,Residual,12,Invoice Date,Invoice Date,
Telarus-Sangoma,Telarus,Sangoma,2505,Residual,12,Invoice Date,Invoice Date,
Telarus-Sangoma,Telarus,Sangoma,2535,Residual,12,Invoice Date,Invoice Date,
Telarus-SmartAction,Telarus,SmartAction,2373,Residual,12,Invoice Date,Invoice Date,
Telarus-Splice Communications,Telarus,Splice Communications,1737,Residual,12,Invoice Date,Invoice Date,
Telarus-TeligentIP,Telarus,TeligentIP,2527,Residual,12,Invoice Date,Invoice Date,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,12,Invoice Date,Invoice Date,
Telarus-TouchTone,Telarus,TouchTone,2133,Residual,12,Invoice Date,Invoice Date,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,12,Invoice Date,Invoice Date,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,12,Invoice Date,Invoice Date,
Telarus-Utah Broadband,Telarus,Utah Broadband,1940,Residual,12,Invoice Date,Invoice Date,
Telarus-Veracity (FirstDigital),Telarus,Veracity (FirstDigital),2510,Residual,12,Invoice Date,Invoice Date,
Telarus-Voce,Telarus,Voce,1714,Residual,12,Invoice Date,Invoice Date,
Telarus-Vonage,Telarus,Vonage,2563,Residual,12,Invoice Date,Invoice Date,
Telarus-Vonage CAD,Telarus,Vonage CAD,2550,Residual,12,Invoice Date,Invoice Date,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,12,Invoice Date,Invoice Date,
Telarus-Zayo,Telarus,Zayo,2404,Residual,12,Invoice Date,Invoice Date,
Telarus-Zayo,Telarus,Zayo,2440,Residual,12,Invoice Date,Invoice Date,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,12,Invoice Date,Invoice Date,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,12,Invoice Date,Invoice Date,
Telarus-Zoom,Telarus,Zoom,2429,Residual,12,Invoice Date,Invoice Date,
Telarus-Zoom ANZ,Telarus,Zoom ANZ,1948,Residual,12,Invoice Date,Invoice Date,
Telarus-Zoom CAD,Telarus,Zoom CAD,1833,Residual,12,Invoice Date,Invoice Date,
Telarus-Zoom EMEA,Telarus,Zoom EMEA,2327,Residual,12,Invoice Date,Invoice Date,
Telarus-Vonage,Telarus,Vonage,2563,Residual,598,Invoice Date End,Invoice Date End,
Telarus-Vonage CAD,Telarus,Vonage CAD,2550,Residual,598,Invoice Date End,Invoice Date End,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,440,Invoice Fees,Invoice Fees,
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,13,Invoice Id,Invoice Id,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,13,Invoice Id,Invoice Id,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,13,Invoice Id,Invoice Id,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,13,Invoice Id,Invoice Id,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,13,Invoice Id,Invoice Id,
Telarus-1Wire Fiber,Telarus,1Wire Fiber,2545,Residual,13,Invoice Id,Invoice Id,
Telarus-APx Net,Telarus,APx Net,2555,Residual,13,Invoice Id,Invoice Id,
Telarus-Arelion,Telarus,Arelion,1746,Residual,13,Invoice Id,Invoice Id,
Telarus-Arelion UK,Telarus,Arelion UK,2028,Residual,13,Invoice Id,Invoice Id,
Telarus-Bigleaf,Telarus,Bigleaf,2397,Residual,13,Invoice Id,Invoice Id,
Telarus-Brightfin,Telarus,Brightfin,1742,Residual,13,Invoice Id,Invoice Id,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,13,Invoice Id,Invoice Id,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,13,Invoice Id,Invoice Id,
Telarus-China Mobile International,Telarus,China Mobile International,2443,Residual,13,Invoice Id,Invoice Id,
Telarus-Cisco,Telarus,Cisco,2578,Residual,13,Invoice Id,Invoice Id,
Telarus-ClearView,Telarus,ClearView,1673,Residual,13,Invoice Id,Invoice Id,
Telarus-Command Link,Telarus,Command Link,1688,Residual,13,Invoice Id,Invoice Id,
Telarus-Convergia,Telarus,Convergia,2457,Residual,13,Invoice Id,Invoice Id,
Telarus-Convergia CAD,Telarus,Convergia CAD,2458,Residual,13,Invoice Id,Invoice Id,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,13,Invoice Id,Invoice Id,
Telarus-Dizzion,Telarus,Dizzion,1582,Residual,13,Invoice Id,Invoice Id,
Telarus-Ecessa,Telarus,Ecessa,1814,Residual,13,Invoice Id,Invoice Id,
Telarus-Edify,Telarus,Edify,2132,Residual,13,Invoice Id,Invoice Id,
Telarus-Effortless Office,Telarus,Effortless Office,2394,Residual,13,Invoice Id,Invoice Id,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,13,Invoice Id,Invoice Id,
Telarus-eSentire,Telarus,eSentire,2480,Residual,13,Invoice Id,Invoice Id,
Telarus-eSentire,Telarus,eSentire,2491,Residual,13,Invoice Id,Invoice Id,
Telarus-Esentire ANZ,Telarus,Esentire ANZ,2481,Residual,13,Invoice Id,Invoice Id,
Telarus-eSentire CAD,Telarus,eSentire CAD,2490,Residual,13,Invoice Id,Invoice Id,
Telarus-Everstream,Telarus,Everstream,2538,Residual,13,Invoice Id,Invoice Id,
Telarus-Expereo,Telarus,Expereo,2571,Residual,13,Invoice Id,Invoice Id,
Telarus-FiberLight,Telarus,FiberLight,2525,Residual,13,Invoice Id,Invoice Id,
Telarus-Five9,Telarus,Five9,1874,Residual,13,Invoice Id,Invoice Id,
Telarus-Five9 CAD,Telarus,Five9 CAD,2213,Residual,13,Invoice Id,Invoice Id,
Telarus-Flexential,Telarus,Flexential,2206,Residual,13,Invoice Id,Invoice Id,
Telarus-FreeConferenceCall.com,Telarus,FreeConferenceCall.com,1884,Residual,13,Invoice Id,Invoice Id,
Telarus-Genesys,Telarus,Genesys,2194,Residual,13,Invoice Id,Invoice Id,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,13,Invoice Id,Invoice Id,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,13,Invoice Id,Invoice Id,
Telarus-GTT,Telarus,GTT,2448,Residual,13,Invoice Id,Invoice Id,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,13,Invoice Id,Invoice Id,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,13,Invoice Id,Invoice Id,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,13,Invoice Id,Invoice Id,
Telarus-Intrado,Telarus,Intrado,2233,Residual,13,Invoice Id,Invoice Id,
Telarus-Level AI,Telarus,Level AI,2141,Residual,13,Invoice Id,Invoice Id,
Telarus-Lightpath,Telarus,Lightpath,2580,Residual,13,Invoice Id,Invoice Id,
Telarus-Logically,Telarus,Logically,2591,Residual,13,Invoice Id,Invoice Id,
Telarus-Netrio,Telarus,Netrio,2575,Residual,13,Invoice Id,Invoice Id,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,13,Invoice Id,Invoice Id,
Telarus-NTT Cloud Communications,Telarus,NTT Cloud Communications,2561,Residual,13,Invoice Id,Invoice Id,
Telarus-OmniNet,Telarus,OmniNet,2098,Residual,13,Invoice Id,Invoice Id,
Telarus-OmniNet CAD,Telarus,OmniNet CAD,2060,Residual,13,Invoice Id,Invoice Id,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,13,Invoice Id,Invoice Id,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,13,Invoice Id,Invoice Id,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,13,Invoice Id,Invoice Id,
