"These are the fields that Telarus, our main distributor, uses to report by vendor.  We will need to create templates to match our fields to theirs.  We will display different field ""label names"" on these fields for our own understanding.",,,,,,,,
The fields in 7-10 are common fields that all templates will use.  ,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Template Map Name,Origin,CompanyName,templateId,commissionType,fieldId,Telarus CommonFields,New Commissable Field Label,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,424,RC Residual Amount,RC Residual Amount,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,424,RC Residual Amount,RC Residual Amount,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,424,RC Residual Amount,RC Residual Amount,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,424,RC Residual Amount,RC Residual Amount,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,424,RC Residual Amount,RC Residual Amount,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,423,RC Residual Percent,RC Residual Percent,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,423,RC Residual Percent,RC Residual Percent,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,423,RC Residual Percent,RC Residual Percent,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,423,RC Residual Percent,RC Residual Percent,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,423,RC Residual Percent,RC Residual Percent,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,604,Reason Not Paid,Reason Not Paid,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,374,Received Date,Received Date,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,374,Received Date,Received Date,
Telarus-Source Inc,Telarus,Source Inc,1992,Residual,374,Received Date,Received Date,
Telarus-SpiceX,Telarus,SpiceX,2142,Residual,374,Received Date,Received Date,
Telarus-Equinix,Telarus,Equinix,1596,Residual,224,Region,Region,
Telarus-Equinix CAD,Telarus,Equinix CAD,1719,Residual,224,Region,Region,
Telarus-Equinix UK,Telarus,Equinix UK,2024,Residual,224,Region,Region,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,224,Region,Region,
Telarus-Ziply,Telarus,Ziply,2049,Residual,224,Region,Region,
Telarus-Flexential,Telarus,Flexential,2206,Residual,165,Release Date,Release Date,
Telarus-Frontier,Telarus,Frontier,2453,Residual,165,Release Date,Release Date,
Telarus-CallTower,Telarus,CallTower,2444,Residual,202,Remaining Amount,Remaining Amount,
Telarus-GTT,Telarus,GTT,2448,Residual,202,Remaining Amount,Remaining Amount,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,202,Remaining Amount,Remaining Amount,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,269,Remaining Payments,Remaining Payments,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,198,Renewal,Renewal,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,198,Renewal,Renewal,
Telarus-AireSpring,Telarus,AireSpring,2366,Residual,140,Returned,Returned,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,140,Returned,Returned,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,83,Revenue Class,Revenue Class,
Telarus-AT&T,Telarus,AT&T,1996,Residual,519,Revenue Type,Revenue Type,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,519,Revenue Type,Revenue Type,
Telarus-Equinix,Telarus,Equinix,1596,Residual,519,Revenue Type,Revenue Type,
Telarus-Equinix CAD,Telarus,Equinix CAD,1719,Residual,519,Revenue Type,Revenue Type,
Telarus-Equinix UK,Telarus,Equinix UK,2024,Residual,519,Revenue Type,Revenue Type,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,519,Revenue Type,Revenue Type,
Telarus-Lumen,Telarus,Lumen,2427,Residual,250,Sales Assignment Date,Sales Assignment Date,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,243,Sales Rep ID,Sales Rep ID,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,243,Sales Rep ID,Sales Rep ID,
Telarus-Avaya,Telarus,Avaya,2560,Residual,344,Sales Rep Name,Sales Rep Name,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,344,Sales Rep Name,Sales Rep Name,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,344,Sales Rep Name,Sales Rep Name,
Telarus-Avaya UK,Telarus,Avaya UK,2456,Residual,344,Sales Rep Name,Sales Rep Name,
Telarus-Command Link,Telarus,Command Link,1688,Residual,344,Sales Rep Name,Sales Rep Name,
Telarus-TeligentIP,Telarus,TeligentIP,2527,Residual,344,Sales Rep Name,Sales Rep Name,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,91,Saville Id,Saville Id,
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,206,Schedule,Schedule,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,206,Schedule,Schedule,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,206,Schedule,Schedule,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,206,Schedule,Schedule,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,206,Schedule,Schedule,
Telarus-MetTel,Telarus,MetTel,2533,Residual,206,Schedule,Schedule,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,206,Schedule,Schedule,
Telarus-Sangoma,Telarus,Sangoma,2505,Residual,206,Schedule,Schedule,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,264,Segmentation,Segmentation,
Telarus-APx Net,Telarus,APx Net,2555,Residual,21,Service End Date,Service End Date,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,21,Service End Date,Service End Date,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,21,Service End Date,Service End Date,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,21,Service End Date,Service End Date,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,21,Service End Date,Service End Date,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,21,Service End Date,Service End Date,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,21,Service End Date,Service End Date,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,21,Service End Date,Service End Date,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,21,Service End Date,Service End Date,
Telarus-Zayo,Telarus,Zayo,2440,Residual,21,Service End Date,Service End Date,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,21,Service End Date,Service End Date,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,21,Service End Date,Service End Date,
Telarus-Zoom,Telarus,Zoom,2429,Residual,21,Service End Date,Service End Date,
Telarus-Zoom ANZ,Telarus,Zoom ANZ,1948,Residual,21,Service End Date,Service End Date,
Telarus-Zoom CAD,Telarus,Zoom CAD,1833,Residual,21,Service End Date,Service End Date,
Telarus-Zoom EMEA,Telarus,Zoom EMEA,2327,Residual,21,Service End Date,Service End Date,
Telarus-Advantix,Telarus,Advantix,2492,Residual,27,Service Month,Service Month,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,27,Service Month,Service Month,
Telarus-China Mobile International,Telarus,China Mobile International,2443,Residual,27,Service Month,Service Month,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,27,Service Month,Service Month,
Telarus-Lux Speed,Telarus,Lux Speed,2592,Residual,27,Service Month,Service Month,
Telarus-Netrio,Telarus,Netrio,2575,Residual,27,Service Month,Service Month,
Telarus-AireSpring,Telarus,AireSpring,2414,Residual,559,Service Period,Service Period,
Telarus-8x8,Telarus,8x8,1937,Residual,20,Service Start Date,Service Start Date,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,20,Service Start Date,Service Start Date,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,20,Service Start Date,Service Start Date,
Telarus-APx Net,Telarus,APx Net,2555,Residual,20,Service Start Date,Service Start Date,
Telarus-Cisco,Telarus,Cisco,2578,Residual,20,Service Start Date,Service Start Date,
Telarus-Expereo,Telarus,Expereo,2571,Residual,20,Service Start Date,Service Start Date,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,20,Service Start Date,Service Start Date,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,20,Service Start Date,Service Start Date,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,20,Service Start Date,Service Start Date,
Telarus-Microspace,Telarus,Microspace,2352,Residual,20,Service Start Date,Service Start Date,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,20,Service Start Date,Service Start Date,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,20,Service Start Date,Service Start Date,
Telarus-Uniti Fiber,Telarus,Uniti Fiber,2350,Residual,20,Service Start Date,Service Start Date,
Telarus-Zayo,Telarus,Zayo,2440,Residual,20,Service Start Date,Service Start Date,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,20,Service Start Date,Service Start Date,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,20,Service Start Date,Service Start Date,
Telarus-Zoom,Telarus,Zoom,2429,Residual,20,Service Start Date,Service Start Date,
Telarus-Zoom ANZ,Telarus,Zoom ANZ,1948,Residual,20,Service Start Date,Service Start Date,
Telarus-Zoom CAD,Telarus,Zoom CAD,1833,Residual,20,Service Start Date,Service Start Date,
Telarus-Zoom EMEA,Telarus,Zoom EMEA,2327,Residual,20,Service Start Date,Service Start Date,
Telarus-Comm-Core,Telarus,Comm-Core,2566,Residual,573,Full Address,Shipping Address,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,573,Full Address,Shipping Address,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,573,Full Address,Shipping Address,
Telarus-360 SOC,Telarus,360 SOC,2472,Residual,9,Account City,Shipping City,
Telarus-APx Net,Telarus,APx Net,2555,Residual,307,Service City,Shipping City,
Telarus-Astound Business Solutions,Telarus,Astound Business Solutions,2475,Residual,9,Account City,Shipping City,
Telarus-Balto,Telarus,Balto,2514,Residual,9,Account City,Shipping City,
Telarus-BCN Telecom Inc,Telarus,BCN Telecom Inc,2054,Residual,9,Account City,Shipping City,
Telarus-CBTS,Telarus,CBTS,2483,Residual,307,Service City,Shipping City,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,307,Service City,Shipping City,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,9,Account City,Shipping City,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,9,Account City,Shipping City,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,9,Account City,Shipping City,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,9,Account City,Shipping City,
Telarus-Foresite,Telarus,Foresite,1577,Residual,9,Account City,Shipping City,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,9,Account City,Shipping City,
Telarus-Lingo,Telarus,Lingo,2230,Residual,307,Service City,Shipping City,
Telarus-Metro Wireless,Telarus,Metro Wireless,2245,Residual,9,Account City,Shipping City,
Telarus-MetTel,Telarus,MetTel,2533,Residual,9,Account City,Shipping City,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,9,Account City,Shipping City,
Telarus-Microspace,Telarus,Microspace,2352,Residual,9,Account City,Shipping City,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,9,Account City,Shipping City,
Telarus-Nitel,Telarus,Nitel,2240,Residual,9,Account City,Shipping City,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,9,Account City,Shipping City,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,9,Account City,Shipping City,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,9,Account City,Shipping City,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,9,Account City,Shipping City,
Telarus-Sharpen,Telarus,Sharpen,2465,Residual,9,Account City,Shipping City,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,9,Account City,Shipping City,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,9,Account City,Shipping City,
Telarus-Simplicity VoIP,Telarus,Simplicity VoIP,2375,Residual,9,Account City,Shipping City,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,9,Account City,Shipping City,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,9,Account City,Shipping City,
Telarus-Spectrum VoIP,Telarus,Spectrum VoIP,2473,Residual,307,Service City,Shipping City,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,9,Account City,Shipping City,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,9,Account City,Shipping City,
Telarus-Thryv,Telarus,Thryv,2251,Residual,9,Account City,Shipping City,
Telarus-UniVoIP,Telarus,UniVoIP,2469,Residual,9,Account City,Shipping City,
Telarus-Viasat,Telarus,Viasat,2546,Residual,9,Account City,Shipping City,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,9,Account City,Shipping City,
Telarus-Zayo,Telarus,Zayo,2440,Residual,307,Service City,Shipping City,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,307,Service City,Shipping City,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,307,Service City,Shipping City,
Telarus-Frontier,Telarus,Frontier,2453,Residual,163,"City, State","Shipping City,Shipping State",
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,163,"City, State","Shipping City,Shipping State",
Telarus-8x8,Telarus,8x8,1937,Residual,295,Shipping Commission,Shipping Commission,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,295,Shipping Commission,Shipping Commission,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,295,Shipping Commission,Shipping Commission,
Telarus-BCN Telecom Inc,Telarus,BCN Telecom Inc,2054,Residual,427,Account Country,Shipping Country,
Telarus-Expereo,Telarus,Expereo,2571,Residual,237,Account Country,Shipping Country,
Telarus-Nitel,Telarus,Nitel,2240,Residual,237,Account Country,Shipping Country,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,237,Account Country,Shipping Country,
Telarus-360 SOC,Telarus,360 SOC,2472,Residual,10,Account State,Shipping State,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,308,Service State,Shipping State,
Telarus-APx Net,Telarus,APx Net,2555,Residual,308,Service State,Shipping State,
Telarus-Astound Business Solutions,Telarus,Astound Business Solutions,2475,Residual,10,Account State,Shipping State,
Telarus-AT&T,Telarus,AT&T,1996,Residual,308,Service State,Shipping State,
Telarus-Balto,Telarus,Balto,2514,Residual,10,Account State,Shipping State,
Telarus-BCN Telecom Inc,Telarus,BCN Telecom Inc,2054,Residual,10,Account State,Shipping State,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,308,Service State,Shipping State,
Telarus-CBTS,Telarus,CBTS,2483,Residual,308,Service State,Shipping State,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,308,Service State,Shipping State,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,10,Account State,Shipping State,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,10,Account State,Shipping State,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,10,Account State,Shipping State,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,10,Account State,Shipping State,
Telarus-Foresite,Telarus,Foresite,1577,Residual,10,Account State,Shipping State,
Telarus-Granite,Telarus,Granite,2415,Residual,10,Account State,Shipping State,
Telarus-Granite,Telarus,Granite,2416,Residual,10,Account State,Shipping State,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,10,Account State,Shipping State,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,10,Account State,Shipping State,
Telarus-Lingo,Telarus,Lingo,2230,Residual,308,Service State,Shipping State,
Telarus-Metro Wireless,Telarus,Metro Wireless,2245,Residual,10,Account State,Shipping State,
Telarus-MetTel,Telarus,MetTel,2533,Residual,10,Account State,Shipping State,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,10,Account State,Shipping State,
Telarus-Microspace,Telarus,Microspace,2352,Residual,10,Account State,Shipping State,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,10,Account State,Shipping State,
Telarus-Nitel,Telarus,Nitel,2240,Residual,10,Account State,Shipping State,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,10,Account State,Shipping State,
Telarus-NuWave Communications,Telarus,NuWave Communications,2272,Residual,10,Account State,Shipping State,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,10,Account State,Shipping State,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,10,Account State,Shipping State,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,10,Account State,Shipping State,
Telarus-Sharpen,Telarus,Sharpen,2465,Residual,10,Account State,Shipping State,
Telarus-Simplicity VoIP,Telarus,Simplicity VoIP,2375,Residual,10,Account State,Shipping State,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,10,Account State,Shipping State,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,10,Account State,Shipping State,
Telarus-Spectrum VoIP,Telarus,Spectrum VoIP,2473,Residual,308,Service State,Shipping State,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,10,Account State,Shipping State,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,10,Account State,Shipping State,
Telarus-Thryv,Telarus,Thryv,2251,Residual,10,Account State,Shipping State,
Telarus-UniVoIP,Telarus,UniVoIP,2469,Residual,10,Account State,Shipping State,
Telarus-Viasat,Telarus,Viasat,2546,Residual,10,Account State,Shipping State,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,10,Account State,Shipping State,
Telarus-1Wire Fiber,Telarus,1Wire Fiber,2545,Residual,288,Service Address,Shipping Street,
Telarus-360 SOC,Telarus,360 SOC,2472,Residual,529,Address 1,Shipping Street,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,529,Address 1,Shipping Street,
Telarus-APx Net,Telarus,APx Net,2555,Residual,288,Service Address,Shipping Street,
Telarus-Astound Business Solutions,Telarus,Astound Business Solutions,2475,Residual,7,Account Address 1,Shipping Street,
Telarus-AT&T,Telarus,AT&T,1996,Residual,7,Account Address 1,Shipping Street,
Telarus-Balto,Telarus,Balto,2514,Residual,7,Account Address 1,Shipping Street,
Telarus-BCN Telecom Inc,Telarus,BCN Telecom Inc,2054,Residual,7,Account Address 1,Shipping Street,
Telarus-Bigleaf,Telarus,Bigleaf,2397,Residual,7,Account Address 1,Shipping Street,
Telarus-CBTS,Telarus,CBTS,2483,Residual,288,Service Address,Shipping Street,
Telarus-Cisco,Telarus,Cisco,2578,Residual,288,Service Address,Shipping Street,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,288,Service Address,Shipping Street,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,7,Account Address 1,Shipping Street,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,7,Account Address 1,Shipping Street,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,288,Service Address,Shipping Street,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,7,Account Address 1,Shipping Street,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,7,Account Address 1,Shipping Street,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,7,Account Address 1,Shipping Street,
Telarus-Foresite,Telarus,Foresite,1577,Residual,7,Account Address 1,Shipping Street,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,288,Service Address,Shipping Street,
Telarus-Granite,Telarus,Granite,2415,Residual,7,Account Address 1,Shipping Street,
Telarus-Granite,Telarus,Granite,2416,Residual,7,Account Address 1,Shipping Street,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,7,Account Address 1,Shipping Street,
Telarus-GTT,Telarus,GTT,2448,Residual,7,Account Address 1,Shipping Street,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,7,Account Address 1,Shipping Street,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,7,Account Address 1,Shipping Street,
Telarus-Lingo,Telarus,Lingo,2230,Residual,288,Service Address,Shipping Street,
Telarus-Masergy,Telarus,Masergy,2044,Residual,7,Account Address 1,Shipping Street,
Telarus-Metro Wireless,Telarus,Metro Wireless,2245,Residual,7,Account Address 1,Shipping Street,
Telarus-MetTel,Telarus,MetTel,2533,Residual,7,Account Address 1,Shipping Street,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,7,Account Address 1,Shipping Street,
Telarus-Microspace,Telarus,Microspace,2352,Residual,7,Account Address 1,Shipping Street,
Telarus-Natural Wireless,Telarus,Natural Wireless,2376,Residual,7,Account Address 1,Shipping Street,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,7,Account Address 1,Shipping Street,
Telarus-Nextiva,Telarus,Nextiva,2256,Residual,7,Account Address 1,Shipping Street,
Telarus-Nextiva CAD,Telarus,Nextiva CAD,1541,Residual,7,Account Address 1,Shipping Street,
Telarus-Nitel,Telarus,Nitel,2240,Residual,7,Account Address 1,Shipping Street,
Telarus-Nord Security,Telarus,Nord Security,2320,Residual,7,Account Address 1,Shipping Street,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,7,Account Address 1,Shipping Street,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,7,Account Address 1,Shipping Street,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,7,Account Address 1,Shipping Street,
Telarus-Optimum Business,Telarus,Optimum Business,2371,Residual,288,Service Address,Shipping Street,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,288,Service Address,Shipping Street,
Telarus-Pilot Fiber,Telarus,Pilot Fiber,2503,Residual,7,Account Address 1,Shipping Street,
Telarus-Sangoma,Telarus,Sangoma,2505,Residual,7,Account Address 1,Shipping Street,
Telarus-Sharpen,Telarus,Sharpen,2465,Residual,7,Account Address 1,Shipping Street,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,7,Account Address 1,Shipping Street,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,7,Account Address 1,Shipping Street,
Telarus-Simplicity VoIP,Telarus,Simplicity VoIP,2375,Residual,7,Account Address 1,Shipping Street,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,7,Account Address 1,Shipping Street,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,7,Account Address 1,Shipping Street,
Telarus-Spectrum VoIP,Telarus,Spectrum VoIP,2473,Residual,288,Service Address,Shipping Street,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,7,Account Address 1,Shipping Street,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,7,Account Address 1,Shipping Street,
Telarus-TeligentIP,Telarus,TeligentIP,2527,Residual,288,Service Address,Shipping Street,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,7,Account Address 1,Shipping Street,
Telarus-Thryv,Telarus,Thryv,2251,Residual,7,Account Address 1,Shipping Street,
Telarus-TPx,Telarus,TPx,2529,Residual,288,Service Address,Shipping Street,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,288,Service Address,Shipping Street,
Telarus-Uniti Fiber,Telarus,Uniti Fiber,2350,Residual,529,Address 1,Shipping Street,
Telarus-UniVoIP,Telarus,UniVoIP,2469,Residual,7,Account Address 1,Shipping Street,
Telarus-Veracity (FirstDigital),Telarus,Veracity (FirstDigital),2510,Residual,288,Service Address,Shipping Street,
Telarus-Viasat,Telarus,Viasat,2546,Residual,7,Account Address 1,Shipping Street,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,7,Account Address 1,Shipping Street,
Telarus-WiLine,Telarus,WiLine,1956,Residual,7,Account Address 1,Shipping Street,
Telarus-Zayo,Telarus,Zayo,2440,Residual,288,Service Address,Shipping Street,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,288,Service Address,Shipping Street,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,288,Service Address,Shipping Street,
Telarus-Zenlayer,Telarus,Zenlayer,2052,Residual,288,Service Address,Shipping Street,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,530,Address 2,Shipping Street 2,
Telarus-APx Net,Telarus,APx Net,2555,Residual,538,Service Address Z,Shipping Street 2,
Telarus-AT&T,Telarus,AT&T,1996,Residual,8,Account Address 2,Shipping Street 2,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,8,Account Address 2,Shipping Street 2,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,8,Account Address 2,Shipping Street 2,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,8,Account Address 2,Shipping Street 2,
Telarus-Nitel,Telarus,Nitel,2240,Residual,8,Account Address 2,Shipping Street 2,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,8,Account Address 2,Shipping Street 2,
Telarus-CBTS,Telarus,CBTS,2483,Residual,538,Service Address Z,Shipping Street 3,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,538,Service Address Z,Shipping Street 4,
Telarus-Zayo,Telarus,Zayo,2440,Residual,538,Service Address Z,Shipping Street 5,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,538,Service Address Z,Shipping Street 6,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,538,Service Address Z,Shipping Street 7,
Telarus-360 SOC,Telarus,360 SOC,2472,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,309,Service Postal Code,Shipping Zip,
Telarus-APx Net,Telarus,APx Net,2555,Residual,309,Service Postal Code,Shipping Zip,
Telarus-Astound Business Solutions,Telarus,Astound Business Solutions,2475,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Balto,Telarus,Balto,2514,Residual,11,Account Postal Code,Shipping Zip,
Telarus-BCN Telecom Inc,Telarus,BCN Telecom Inc,2054,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,309,Service Postal Code,Shipping Zip,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,11,Account Postal Code,Shipping Zip,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,11,Account Postal Code,Shipping Zip,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Foresite,Telarus,Foresite,1577,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Lingo,Telarus,Lingo,2230,Residual,309,Service Postal Code,Shipping Zip,
Telarus-Metro Wireless,Telarus,Metro Wireless,2245,Residual,11,Account Postal Code,Shipping Zip,
Telarus-MetTel,Telarus,MetTel,2533,Residual,11,Account Postal Code,Shipping Zip,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Microspace,Telarus,Microspace,2352,Residual,11,Account Postal Code,Shipping Zip,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,11,Account Postal Code,Shipping Zip,
